subject_ranking,subject_name,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
170,polymer-science,"1,394",Lodz University of Technology,Poland,Lodz,28.4,30.2,"12,642",https://www.usnews.com/education/best-global-universities/lodz-university-of-technology-529225
171,polymer-science,292,Yonsei University,South Korea,Seoul,27.6,58.8,N/A,https://www.usnews.com/education/best-global-universities/yonsei-university-503801
172,polymer-science,497,Universidade Estadual Paulista,Brazil,Sao Paulo,26.9,51.4,N/A,https://www.usnews.com/education/best-global-universities/universidade-estadual-paulista-503331
173,polymer-science,265,Virginia Polytechnic Institute & State University,United States,Blacksburg,26.8,59.9,"36,512",https://www.usnews.com/education/best-global-universities/virginia-polytechnic-institute-state-university-233921
174,polymer-science,8,University of Cambridge,United Kingdom,Cambridge (U.K.),26.3,86.1,"20,385",https://www.usnews.com/education/best-global-universities/university-of-cambridge-502149
175,polymer-science,100,Hong Kong Polytechnic University,Hong Kong,Kowloon,26,70.2,"19,046",https://www.usnews.com/education/best-global-universities/hong-kong-polytechnic-university-500421
176,polymer-science,889,Jeonbuk National University,South Korea,Jeonju,25.9,41.1,"21,782",https://www.usnews.com/education/best-global-universities/jeonbuk-national-university-503088
177,polymer-science,282,Korea Advanced Institute of Science & Technology (KAIST),South Korea,Daejeon,24,59.1,"9,946",https://www.usnews.com/education/best-global-universities/korea-advanced-institute-of-science-technology-kaist-506336
178,polymer-science,256,University of Erlangen Nuremberg,Germany,Erlangen,24,60.3,"33,777",https://www.usnews.com/education/best-global-universities/university-of-erlangen-nuremberg-504002
179,polymer-science,54,McGill University,Canada,Montreal,23.9,74.6,"32,309",https://www.usnews.com/education/best-global-universities/mcgill-university-499986
180,polymer-science,138,McMaster University,Canada,Hamilton,23.8,67,N/A,https://www.usnews.com/education/best-global-universities/mcmaster-university-502196
181,polymer-science,253,Beihang University,China,Beijing,23.2,60.5,N/A,https://www.usnews.com/education/best-global-universities/beihang-university-502158
182,polymer-science,333,Nagoya University,Japan,Nagoya,23.1,56.8,"15,224",https://www.usnews.com/education/best-global-universities/nagoya-university-501944
183,polymer-science,413,Universidade Federal do Rio de Janeiro,Brazil,Rio de Janeiro,23,54.1,"45,964",https://www.usnews.com/education/best-global-universities/universidade-federal-do-rio-de-janeiro-504608
184,polymer-science,816,Universidade Federal do Parana,Brazil,Curitiba,22.1,42.6,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-parana-503933
185,polymer-science,"1,489",Southwest Petroleum University,China,Chengdu,21.9,28,N/A,https://www.usnews.com/education/best-global-universities/southwest-petroleum-university-529461
186,polymer-science,"1,140",Chungnam National University,South Korea,Daejeon,21.8,35.6,N/A,https://www.usnews.com/education/best-global-universities/chungnam-national-university-502760
187,polymer-science,"1,190",Prince of Songkla University,Thailand,Songkhla,21.4,34.5,"32,779",https://www.usnews.com/education/best-global-universities/prince-of-songkla-university-529017
188,polymer-science,178,University of Freiburg,Germany,Freiburg,20.5,64.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-freiburg-503940
189,polymer-science,286,Osaka University,Japan,Suita,20.2,59,"22,485",https://www.usnews.com/education/best-global-universities/osaka-university-505864
190,polymer-science,667,Kyungpook National University,South Korea,Daegu,19.9,46.5,"18,892",https://www.usnews.com/education/best-global-universities/kyungpook-national-university-506312
191,polymer-science,379,Friedrich Schiller University of Jena,Germany,Jena,19.2,55,N/A,https://www.usnews.com/education/best-global-universities/friedrich-schiller-university-of-jena-500506
192,polymer-science,698,Pusan National University,South Korea,Busan,19.1,45.7,N/A,https://www.usnews.com/education/best-global-universities/pusan-national-university-501725
193,polymer-science,389,Universite de Lille,France,Lille,17.2,54.8,N/A,https://www.usnews.com/education/best-global-universities/universite-de-lille-529680
194,polymer-science,896,Universidade Federal de Sao Carlos,Brazil,Sao Carlos,15.7,41,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-de-sao-carlos-505014
195,polymer-science,482,Quaid I Azam University,Pakistan,Islamabad,15.2,52.1,N/A,https://www.usnews.com/education/best-global-universities/quaid-i-azam-university-503114
196,polymer-science,,Tomas Bata University Zlin,Czech Republic,ZlÃ­n,14.9,N/A,N/A,https://www.usnews.com/education/best-global-universities/tomas-bata-university-zlin-530194
197,polymer-science,405,Universidad Nacional Autonoma de Mexico,Mexico,Mexico City,11.2,54.3,"172,729",https://www.usnews.com/education/best-global-universities/universidad-nacional-autonoma-de-mexico-502101
198,polymer-science,"1,361",Anna University Chennai,India,Chennai,7.8,31,N/A,https://www.usnews.com/education/best-global-universities/anna-university-chennai-529021
199,polymer-science,"1,483",Changzhou University,China,Changzhou,4.2,28.1,N/A,https://www.usnews.com/education/best-global-universities/changzhou-university-529351
200,polymer-science,"1,522",Yamagata University,Japan,Yamagata,1.7,27.2,"8,684",https://www.usnews.com/education/best-global-universities/yamagata-university-529042
1,psychiatry-psychology,1,Harvard University,United States,Cambridge (U.S.),100,100,"21,887",https://www.usnews.com/education/best-global-universities/harvard-university-166027
2,psychiatry-psychology,33,King's College London,United Kingdom,London (U.K.),94.1,77.9,"29,240",https://www.usnews.com/education/best-global-universities/kings-college-london-500330
3,psychiatry-psychology,3,Stanford University,United States,Stanford,92,95.2,"16,164",https://www.usnews.com/education/best-global-universities/stanford-university-243744
4,psychiatry-psychology,11,Yale University,United States,New Haven,87.4,84.6,"13,482",https://www.usnews.com/education/best-global-universities/yale-university-130794
5,psychiatry-psychology,5,University of Oxford,United Kingdom,Oxford,86.3,86.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-oxford-503637
6,psychiatry-psychology,12,University College London,United Kingdom,London (U.K.),86,84.4,"36,900",https://www.usnews.com/education/best-global-universities/university-college-london-501693
7,psychiatry-psychology,7,Columbia University,United States,New York City,85.5,86.5,"21,781",https://www.usnews.com/education/best-global-universities/columbia-university-190150
8,psychiatry-psychology,18,University of Toronto,Canada,Toronto,84,83.8,"77,468",https://www.usnews.com/education/best-global-universities/university-of-toronto-499968
9,psychiatry-psychology,8,University of Cambridge,United Kingdom,Cambridge (U.K.),82.9,86.1,"20,385",https://www.usnews.com/education/best-global-universities/university-of-cambridge-502149
10,psychiatry-psychology,39,University of Amsterdam,Netherlands,Amsterdam,81.1,76.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-amsterdam-502957
11,psychiatry-psychology,14,University of California Los Angeles,United States,Los Angeles,80.9,84.2,"43,289",https://www.usnews.com/education/best-global-universities/university-of-california-los-angeles-110662
12,psychiatry-psychology,27,University of Melbourne,Australia,Parkville,80.8,80.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-melbourne-501796
13,psychiatry-psychology,51,Karolinska Institutet,Sweden,Stockholm,80.7,74.9,"8,021",https://www.usnews.com/education/best-global-universities/karolinska-institutet-503151
14,psychiatry-psychology,19,University of Michigan,United States,Ann Arbor,80.5,83.4,"46,146",https://www.usnews.com/education/best-global-universities/university-of-michigan-170976
15,psychiatry-psychology,2,Massachusetts Institute of Technology (MIT),United States,Cambridge (U.S.),79.7,97.7,"11,415",https://www.usnews.com/education/best-global-universities/massachusetts-institute-of-technology-mit-166683
16,psychiatry-psychology,15,University of Pennsylvania,United States,Philadelphia,78.9,84,"21,453",https://www.usnews.com/education/best-global-universities/university-of-pennsylvania-215062
17,psychiatry-psychology,82,Vrije Universiteit Amsterdam,Netherlands,Amsterdam,78.5,72.3,N/A,https://www.usnews.com/education/best-global-universities/vrije-universiteit-amsterdam-500669
18,psychiatry-psychology,50,KU Leuven,Belgium,Leuven,77.6,75.1,"47,663",https://www.usnews.com/education/best-global-universities/ku-leuven-504785
19,psychiatry-psychology,31,New York University,United States,New York City,76,78.5,"36,337",https://www.usnews.com/education/best-global-universities/new-york-university-193900
20,psychiatry-psychology,37,University of New South Wales Sydney,Australia,Kensington,76,77,"45,133",https://www.usnews.com/education/best-global-universities/university-of-new-south-wales-sydney-502434
21,psychiatry-psychology,25,Duke University,United States,"Durham (North Carolina, U.S.)",75.4,80.7,N/A,https://www.usnews.com/education/best-global-universities/duke-university-198419
22,psychiatry-psychology,41,University of North Carolina Chapel Hill,United States,Chapel Hill,75.4,76.7,"30,845",https://www.usnews.com/education/best-global-universities/university-of-north-carolina-chapel-hill-199120
23,psychiatry-psychology,44,Utrecht University,Netherlands,Utrecht,74.8,75.7,"32,532",https://www.usnews.com/education/best-global-universities/utrecht-university-505962
24,psychiatry-psychology,35,University of British Columbia,Canada,Vancouver,74.3,77.5,"58,590",https://www.usnews.com/education/best-global-universities/university-of-british-columbia-499976
25,psychiatry-psychology,20,University of California San Diego,United States,La Jolla,74.2,83.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-san-diego-110680
26,psychiatry-psychology,36,University of Queensland,Australia,Brisbane,73.4,77.2,"41,372",https://www.usnews.com/education/best-global-universities/university-of-queensland-500164
27,psychiatry-psychology,10,Johns Hopkins University,United States,Baltimore,73,84.7,"17,584",https://www.usnews.com/education/best-global-universities/johns-hopkins-university-162928
28,psychiatry-psychology,45,University of Pittsburgh,United States,Pittsburgh,72.8,75.6,"26,575",https://www.usnews.com/education/best-global-universities/university-of-pittsburgh-215293
29,psychiatry-psychology,4,University of California Berkeley,United States,Berkeley,72.5,88.7,"40,921",https://www.usnews.com/education/best-global-universities/university-of-california-berkeley-110635
30,psychiatry-psychology,24,Northwestern University,United States,Evanston,71.6,81.2,"18,803",https://www.usnews.com/education/best-global-universities/northwestern-university-147767
31,psychiatry-psychology,57,University of Minnesota Twin Cities,United States,Minneapolis,70.9,74.3,"45,276",https://www.usnews.com/education/best-global-universities/university-of-minnesota-twin-cities-174066
32,psychiatry-psychology,73,University of California Davis,United States,Davis,70.8,72.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-davis-110644
33,psychiatry-psychology,6,University of Washington Seattle,United States,Seattle,70.3,86.6,"47,727",https://www.usnews.com/education/best-global-universities/university-of-washington-seattle-236948
34,psychiatry-psychology,43,University of Texas Austin,United States,Austin,70.2,75.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-austin-228778
35,psychiatry-psychology,86,University of Barcelona,Spain,Barcelona,69.9,71.8,"45,004",https://www.usnews.com/education/best-global-universities/university-of-barcelona-500261
36,psychiatry-psychology,88,University of Groningen,Netherlands,Groningen,69.8,71.5,"30,009",https://www.usnews.com/education/best-global-universities/university-of-groningen-500967
37,psychiatry-psychology,28,University of Sydney,Australia,Sydney,69.5,79.9,"47,118",https://www.usnews.com/education/best-global-universities/university-of-sydney-505369
38,psychiatry-psychology,16,University of California San Francisco,United States,San Francisco,69.4,83.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-san-francisco-110699
39,psychiatry-psychology,84,University of California Irvine,United States,Irvine,69,71.9,"36,655",https://www.usnews.com/education/best-global-universities/university-of-california-irvine-110653
40,psychiatry-psychology,47,University of Munich,Germany,Munich,68.7,75.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-munich-500951
41,psychiatry-psychology,46,Icahn School of Medicine at Mount Sinai,United States,New York City,67.5,75.4,N/A,https://www.usnews.com/education/best-global-universities/icahn-school-of-medicine-at-mount-sinai-193405
42,psychiatry-psychology,72,Emory University,United States,Atlanta,67.3,73,"13,190",https://www.usnews.com/education/best-global-universities/emory-university-139658
43,psychiatry-psychology,22,University of Chicago,United States,Chicago,67.2,82.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-chicago-144050
44,psychiatry-psychology,54,McGill University,Canada,Montreal,66.8,74.6,"32,309",https://www.usnews.com/education/best-global-universities/mcgill-university-499986
45,psychiatry-psychology,70,Boston University,United States,Boston,66,73.1,"27,243",https://www.usnews.com/education/best-global-universities/boston-university-164988
46,psychiatry-psychology,13,Imperial College London,United Kingdom,London (U.K.),65.9,84.3,"18,455",https://www.usnews.com/education/best-global-universities/imperial-college-london-505571
47,psychiatry-psychology,67,University of Zurich,Switzerland,Zurich,65.3,73.3,"25,255",https://www.usnews.com/education/best-global-universities/university-of-zurich-505287
48,psychiatry-psychology,186,Maastricht University,Netherlands,Maastricht,65,63.6,N/A,https://www.usnews.com/education/best-global-universities/maastricht-university-505759
49,psychiatry-psychology,55,Ohio State University,United States,Columbus,65,74.4,"55,814",https://www.usnews.com/education/best-global-universities/ohio-state-university-204796
50,psychiatry-psychology,34,University of Edinburgh,United Kingdom,Edinburgh,64.6,77.8,"32,800",https://www.usnews.com/education/best-global-universities/university-of-edinburgh-505832
51,psychiatry-psychology,16,Princeton University,United States,Princeton,64.4,83.9,N/A,https://www.usnews.com/education/best-global-universities/princeton-university-186131
52,psychiatry-psychology,84,Pennsylvania State University,United States,University Park,63.9,71.9,"46,863",https://www.usnews.com/education/best-global-universities/pennsylvania-state-university-214777
53,psychiatry-psychology,61,Humboldt University of Berlin,Germany,Berlin,63.8,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
54,psychiatry-psychology,247,University of Otago,New Zealand,Dunedin,63.8,60.7,"18,508",https://www.usnews.com/education/best-global-universities/university-of-otago-506723
55,psychiatry-psychology,80,University of Southern California,United States,Los Angeles,63.1,72.5,"42,502",https://www.usnews.com/education/best-global-universities/university-of-southern-california-123961
56,psychiatry-psychology,63,University of Wisconsin Madison,United States,Madison,63.1,73.8,"40,701",https://www.usnews.com/education/best-global-universities/university-of-wisconsin-madison-240444
57,psychiatry-psychology,807,Nottingham Trent University,United Kingdom,Nottingham,62.8,43,N/A,https://www.usnews.com/education/best-global-universities/nottingham-trent-university-529163
58,psychiatry-psychology,32,Washington University (WUSTL),United States,St. Louis,62.7,78.1,"14,761",https://www.usnews.com/education/best-global-universities/washington-university-wustl-179867
59,psychiatry-psychology,152,Cardiff University,United Kingdom,Cardiff,62.5,66.1,N/A,https://www.usnews.com/education/best-global-universities/cardiff-university-500071
60,psychiatry-psychology,57,University of Maryland College Park,United States,College Park,62.5,74.3,"33,775",https://www.usnews.com/education/best-global-universities/university-of-maryland-college-park-163286
61,psychiatry-psychology,21,Cornell University,United States,Ithaca,62.3,82.9,"24,027",https://www.usnews.com/education/best-global-universities/cornell-university-190415
62,psychiatry-psychology,241,Florida State University,United States,Tallahassee,62.3,60.9,"39,380",https://www.usnews.com/education/best-global-universities/florida-state-university-134097
63,psychiatry-psychology,152,Indiana University Bloomington,United States,Bloomington,62.2,66.1,N/A,https://www.usnews.com/education/best-global-universities/indiana-university-bloomington-151351
64,psychiatry-psychology,74,University of Illinois Urbana-Champaign,United States,Champaign,62,72.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-urbana-champaign-145637
65,psychiatry-psychology,74,Leiden University,Netherlands,Leiden,61.9,72.8,N/A,https://www.usnews.com/education/best-global-universities/leiden-university-503069
66,psychiatry-psychology,26,National University of Singapore,Singapore,Singapore,61.9,80.4,"32,337",https://www.usnews.com/education/best-global-universities/national-university-of-singapore-505009
67,psychiatry-psychology,93,University of Bristol,United Kingdom,Bristol,61.8,70.7,"25,660",https://www.usnews.com/education/best-global-universities/university-of-bristol-505342
68,psychiatry-psychology,95,Ghent University,Belgium,Gent,61.6,70.6,"39,437",https://www.usnews.com/education/best-global-universities/ghent-university-506883
69,psychiatry-psychology,53,Chinese University of Hong Kong,Hong Kong,Shatin,61.1,74.7,"18,468",https://www.usnews.com/education/best-global-universities/chinese-university-of-hong-kong-502973
70,psychiatry-psychology,39,Peking University,China,Beijing,61.1,76.8,"31,994",https://www.usnews.com/education/best-global-universities/peking-university-501148
71,psychiatry-psychology,83,University of Western Australia,Australia,Crawley,60.6,72.2,"18,405",https://www.usnews.com/education/best-global-universities/university-of-western-australia-503979
72,psychiatry-psychology,87,Free University of Berlin,Germany,Berlin,60.4,71.7,"36,792",https://www.usnews.com/education/best-global-universities/free-university-of-berlin-502084
73,psychiatry-psychology,115,University of Padua,Italy,Padua,60.3,68.9,"48,524",https://www.usnews.com/education/best-global-universities/university-of-padua-502381
74,psychiatry-psychology,65,Erasmus University Rotterdam,Netherlands,Rotterdam,60.2,73.4,N/A,https://www.usnews.com/education/best-global-universities/erasmus-university-rotterdam-500349
75,psychiatry-psychology,206,State University of New York (SUNY) Stony Brook,United States,Stony Brook,59.9,62.7,"25,836",https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-stony-brook-196097
76,psychiatry-psychology,57,Ruprecht Karls University Heidelberg,Germany,Heidelberg,59.7,74.3,"19,347",https://www.usnews.com/education/best-global-universities/ruprecht-karls-university-heidelberg-506277
77,psychiatry-psychology,129,Brown University,United States,Providence,59.5,67.5,"10,037",https://www.usnews.com/education/best-global-universities/brown-university-217156
78,psychiatry-psychology,63,University of Manchester,United Kingdom,Manchester,59,73.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-manchester-500273
79,psychiatry-psychology,78,Vanderbilt University,United States,Nashville,59,72.7,N/A,https://www.usnews.com/education/best-global-universities/vanderbilt-university-221999
80,psychiatry-psychology,531,Tilburg University,Netherlands,Tilburg,58.9,50.2,"11,876",https://www.usnews.com/education/best-global-universities/tilburg-university-499980
81,psychiatry-psychology,119,University of Virginia,United States,Charlottesville,58.9,68.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-virginia-234076
82,psychiatry-psychology,55,University of Hong Kong,Hong Kong,Pok Fu Lam,58.6,74.4,"18,087",https://www.usnews.com/education/best-global-universities/university-of-hong-kong-505046
83,psychiatry-psychology,156,Arizona State University-Tempe,United States,Tempe,58.4,65.9,"50,027",https://www.usnews.com/education/best-global-universities/arizona-state-university-tempe-104151
84,psychiatry-psychology,125,Sapienza University Rome,Italy,Rome,58.3,68,"74,149",https://www.usnews.com/education/best-global-universities/sapienza-university-rome-506550
85,psychiatry-psychology,37,Monash University,Australia,Clayton,58.1,77,"58,725",https://www.usnews.com/education/best-global-universities/monash-university-500301
86,psychiatry-psychology,109,Aarhus University,Denmark,Aarhus,58,69.1,"26,475",https://www.usnews.com/education/best-global-universities/aarhus-university-502125
87,psychiatry-psychology,116,Michigan State University,United States,East Lansing,57.8,68.8,"45,465",https://www.usnews.com/education/best-global-universities/michigan-state-university-171100
88,psychiatry-psychology,123,University of Auckland,New Zealand,Auckland,57.6,68.2,"33,093",https://www.usnews.com/education/best-global-universities/university-of-auckland-503786
89,psychiatry-psychology,192,Macquarie University,Australia,North Ryde,56.6,63.4,"30,561",https://www.usnews.com/education/best-global-universities/macquarie-university-502013
90,psychiatry-psychology,125,University of Cape Town,South Africa,Cape Town,56.4,68,"21,069",https://www.usnews.com/education/best-global-universities/university-of-cape-town-504187
91,psychiatry-psychology,120,Universidade de Sao Paulo,Brazil,Sao Paulo,56.1,68.5,"82,010",https://www.usnews.com/education/best-global-universities/universidade-de-sao-paulo-500437
92,psychiatry-psychology,106,Radboud University Nijmegen,Netherlands,Nijmegen,56,69.4,"21,979",https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519
93,psychiatry-psychology,42,University of Copenhagen,Denmark,Copenhagen,55.8,76.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-copenhagen-503710
94,psychiatry-psychology,170,University of Rochester,United States,Rochester,55.7,64.8,"10,364",https://www.usnews.com/education/best-global-universities/university-of-rochester-195030
95,psychiatry-psychology,253,University of Oregon,United States,Eugene,55.1,60.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-oregon-209551
96,psychiatry-psychology,98,University of Florida,United States,Gainesville,54.9,70.4,"46,807",https://www.usnews.com/education/best-global-universities/university-of-florida-134130
97,psychiatry-psychology,152,University of Exeter,United Kingdom,Exeter,54.3,66.1,"24,940",https://www.usnews.com/education/best-global-universities/university-of-exeter-502021
98,psychiatry-psychology,70,University of Colorado Boulder,United States,Boulder,54.1,73.1,"34,928",https://www.usnews.com/education/best-global-universities/university-of-colorado-boulder-126614
99,psychiatry-psychology,814,Ulster University,United Kingdom,Coleraine,53.6,42.8,"19,680",https://www.usnews.com/education/best-global-universities/ulster-university-528872
100,psychiatry-psychology,48,Universite de Paris,France,Paris,53.6,75.2,N/A,https://www.usnews.com/education/best-global-universities/universite-de-paris-529677
101,psychiatry-psychology,217,Deakin University,Australia,Burwood,53.4,62.1,"43,080",https://www.usnews.com/education/best-global-universities/deakin-university-504884
102,psychiatry-psychology,175,University of Calgary,Canada,Calgary,53.3,64.2,"33,560",https://www.usnews.com/education/best-global-universities/university-of-calgary-499975
103,psychiatry-psychology,309,University of Connecticut,United States,Storrs,53.3,58,"27,752",https://www.usnews.com/education/best-global-universities/university-of-connecticut-129020
104,psychiatry-psychology,89,University of Oslo,Norway,Oslo,53.2,71.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-oslo-502680
105,psychiatry-psychology,140,Purdue University West Lafayette Campus,United States,West Lafayette,52.9,66.9,N/A,https://www.usnews.com/education/best-global-universities/purdue-university-west-lafayette-campus-243780
106,psychiatry-psychology,74,University of Glasgow,United Kingdom,Glasgow,52.9,72.8,"28,250",https://www.usnews.com/education/best-global-universities/university-of-glasgow-500110
107,psychiatry-psychology,215,Trinity College Dublin,Ireland,Dublin,52.8,62.2,"17,764",https://www.usnews.com/education/best-global-universities/trinity-college-dublin-501570
108,psychiatry-psychology,250,University of Illinois Chicago,United States,Chicago,52.8,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-chicago-145600
109,psychiatry-psychology,89,Shanghai Jiao Tong University,China,Shanghai,52.5,71.3,"37,478",https://www.usnews.com/education/best-global-universities/shanghai-jiao-tong-university-501915
110,psychiatry-psychology,143,Autonomous University of Barcelona,Spain,Barcelona,52.3,66.8,"31,933",https://www.usnews.com/education/best-global-universities/autonomous-university-of-barcelona-505700
111,psychiatry-psychology,160,Curtin University,Australia,Bentley,52.3,65.8,"29,999",https://www.usnews.com/education/best-global-universities/curtin-university-503377
112,psychiatry-psychology,136,Baylor College of Medicine,United States,Houston,52.1,67.1,N/A,https://www.usnews.com/education/best-global-universities/baylor-college-of-medicine-223223
113,psychiatry-psychology,109,University of Geneva,Switzerland,Geneva,52.1,69.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-geneva-504635
114,psychiatry-psychology,416,Australian Catholic University,Australia,Melbourne (Australia),52,54,"23,728",https://www.usnews.com/education/best-global-universities/australian-catholic-university-529148
115,psychiatry-psychology,253,University of Miami,United States,Coral Gables,51.9,60.5,"17,047",https://www.usnews.com/education/best-global-universities/university-of-miami-135726
116,psychiatry-psychology,175,Tel Aviv University,Israel,Tel Aviv,51.8,64.2,"23,834",https://www.usnews.com/education/best-global-universities/tel-aviv-university-500052
117,psychiatry-psychology,175,University of Sussex,United Kingdom,Brighton,51.8,64.2,"18,015",https://www.usnews.com/education/best-global-universities/university-of-sussex-503906
118,psychiatry-psychology,143,Rutgers State University New Brunswick,United States,Piscataway Township,51.7,66.8,"46,158",https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380
119,psychiatry-psychology,167,University of Utah,United States,Salt Lake City,51.7,65.4,"30,967",https://www.usnews.com/education/best-global-universities/university-of-utah-230764
120,psychiatry-psychology,368,Eotvos Lorand University,Hungary,Budapest,51.5,55.4,"30,190",https://www.usnews.com/education/best-global-universities/eotvos-lorand-university-505612
121,psychiatry-psychology,118,Carnegie Mellon University,United States,Pittsburgh,51.4,68.7,N/A,https://www.usnews.com/education/best-global-universities/carnegie-mellon-university-211440
122,psychiatry-psychology,180,University of Iowa,United States,Iowa City,51.4,64,"29,257",https://www.usnews.com/education/best-global-universities/university-of-iowa-153658
123,psychiatry-psychology,89,University of Birmingham,United Kingdom,Birmingham (U.K.),51.2,71.3,"32,560",https://www.usnews.com/education/best-global-universities/university-of-birmingham-501524
124,psychiatry-psychology,234,Western Sydney University,Australia,Penrith,51.2,61.3,"36,033",https://www.usnews.com/education/best-global-universities/western-sydney-university-506826
125,psychiatry-psychology,149,University of Hamburg,Germany,Hamburg,51,66.3,"30,676",https://www.usnews.com/education/best-global-universities/university-of-hamburg-501079
126,psychiatry-psychology,280,University of York - UK,United Kingdom,York,50.9,59.2,"17,965",https://www.usnews.com/education/best-global-universities/university-of-york-uk-505776
127,psychiatry-psychology,108,University of Arizona,United States,Tucson,50.5,69.2,"39,797",https://www.usnews.com/education/best-global-universities/university-of-arizona-104179
128,psychiatry-psychology,62,Australian National University,Australia,Canberra,49.8,73.9,"16,758",https://www.usnews.com/education/best-global-universities/australian-national-university-503825
129,psychiatry-psychology,324,University of Georgia,United States,"Athens (Georgia, U.S.)",49.8,57.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-georgia-139959
130,psychiatry-psychology,194,Northeastern University,United States,Boston,49.6,63.3,"21,211",https://www.usnews.com/education/best-global-universities/northeastern-university-167358
131,psychiatry-psychology,67,University of California Santa Barbara,United States,Santa Barbara,49.4,73.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-santa-barbara-110705
132,psychiatry-psychology,138,McMaster University,Canada,Hamilton,49.3,67,N/A,https://www.usnews.com/education/best-global-universities/mcmaster-university-502196
133,psychiatry-psychology,100,Hong Kong Polytechnic University,Hong Kong,Kowloon,49.2,70.2,"19,046",https://www.usnews.com/education/best-global-universities/hong-kong-polytechnic-university-500421
134,psychiatry-psychology,145,University of Nottingham,United Kingdom,Nottingham,49.2,66.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-nottingham-503548
135,psychiatry-psychology,250,University of Florence,Italy,Florence,49.1,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-florence-501033
136,psychiatry-psychology,107,University of Bern,Switzerland,Bern,49,69.3,"11,740",https://www.usnews.com/education/best-global-universities/university-of-bern-505657
137,psychiatry-psychology,269,Beijing Normal University,China,Beijing,48.9,59.7,N/A,https://www.usnews.com/education/best-global-universities/beijing-normal-university-506588
138,psychiatry-psychology,439,Virginia Commonwealth University,United States,Richmond,48.8,53.5,N/A,https://www.usnews.com/education/best-global-universities/virginia-commonwealth-university-234030
139,psychiatry-psychology,122,University of Bologna,Italy,Bologna,48.7,68.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-bologna-502210
140,psychiatry-psychology,337,Complutense University of Madrid,Spain,Madrid,48.6,56.7,"61,128",https://www.usnews.com/education/best-global-universities/complutense-university-of-madrid-506527
141,psychiatry-psychology,150,University of Basel,Switzerland,Basel,48.4,66.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-basel-502059
142,psychiatry-psychology,215,University of Ottawa,Canada,Ottawa,48.3,62.2,"36,670",https://www.usnews.com/education/best-global-universities/university-of-ottawa-499972
143,psychiatry-psychology,633,University of Haifa,Israel,Haifa,47.6,47.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-haifa-501200
144,psychiatry-psychology,79,Technical University of Munich,Germany,Munich,47.5,72.6,"33,960",https://www.usnews.com/education/best-global-universities/technical-university-of-munich-503109
145,psychiatry-psychology,231,Autonomous University of Madrid,Spain,Madrid,47.3,61.4,"29,327",https://www.usnews.com/education/best-global-universities/autonomous-university-of-madrid-502502
146,psychiatry-psychology,241,Hebrew University of Jerusalem,Israel,Jerusalem,47.3,60.9,"16,362",https://www.usnews.com/education/best-global-universities/hebrew-university-of-jerusalem-500554
147,psychiatry-psychology,432,Universidade Federal do Rio Grande do Sul,Brazil,Porto Alegre,47.3,53.6,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-rio-grande-do-sul-500468
148,psychiatry-psychology,452,University of Missouri Columbia,United States,Columbia,47.2,53.1,"25,113",https://www.usnews.com/education/best-global-universities/university-of-missouri-columbia-178396
149,psychiatry-psychology,309,Temple University,United States,Philadelphia,46.9,58,"35,641",https://www.usnews.com/education/best-global-universities/temple-university-216339
150,psychiatry-psychology,219,University of Munster,Germany,Munster,46.8,61.9,"28,014",https://www.usnews.com/education/best-global-universities/university-of-munster-500396
151,psychiatry-psychology,206,Medical University of Vienna,Austria,Vienna,46.7,62.7,"7,274",https://www.usnews.com/education/best-global-universities/medical-university-of-vienna-504165
